,ETH-USD+,cash,value
2013-05-24,0.249621433904,0.750378566096,1170.20403016
2013-05-27,0.249713062202,0.750286937798,1163.57662734
2013-05-28,0.284273634548,0.715726365452,1170.82743279
2013-05-29,0.254834303695,0.745165696305,1162.08836344
2013-05-30,0.257790634996,0.742209365004,1162.12755461
2013-05-31,0.260853273933,0.739146726067,1163.23837707
2013-06-03,0.214717314031,0.785282685969,1144.61958075
2013-06-04,0.217756335893,0.782243664107,1145.62644287
2013-06-05,0.216626393111,0.783373606889,1139.62337697
2013-06-06,0.162906168989,0.837093831011,1122.98882318
2013-06-07,0.117760059021,0.882239940979,1117.77037821
2013-06-10,0.150213725533,0.849786274467,1119.05444446
2013-06-11,0.12141544131,0.87858455869,1118.651287
2013-06-12,0.123860927551,0.876139072449,1112.60447265
2013-06-13,0.113221379346,0.886778620654,1107.35344073
2013-06-14,0.113275807495,0.886724192505,1107.10212696
2013-06-17,0.144021846965,0.855978153035,1116.53799464
2013-06-18,0.151337866722,0.848662133278,1117.87212846
2013-06-19,0.215,0.785,1122.48883184
2013-06-20,0.209166666667,0.790833333333,1118.60019039
2013-06-21,0.162777777778,0.837222222222,1115.72303519
2013-06-24,0.145,0.855,1107.52281196
2013-06-25,0.146944444444,0.853055555556,1108.56156438
2013-06-26,0.132222222222,0.867777777778,1104.99510273
2013-06-27,0.0736524029347,0.926347597065,1094.71616603
2013-06-28,0.0777410243022,0.922258975698,1094.99734879
2013-07-01,0.0752614189385,0.924738581062,1090.8822274
2013-07-02,0.0667512781048,0.933248721895,1080.41994016
2013-07-03,0.0758663942861,0.924133605714,1081.45350943
2013-07-04,0.0614588042281,0.938541195772,1069.61523386
2013-07-05,0.0712478196754,0.928752180325,1070.7095993
2013-07-08,0.129722222222,0.870277777778,1078.3082022
2013-07-09,0.187222222222,0.812777777778,1098.82761471
2013-07-10,0.194166666667,0.805833333333,1101.10710451
2013-07-11,0.213333333333,0.786666666667,1113.12194184
2013-07-12,0.267777777778,0.732222222222,1123.95754276
2013-07-15,0.232777777778,0.767222222222,1120.1497615
2013-07-16,0.276666666667,0.723333333333,1123.81666029
2013-07-17,0.212222222222,0.787777777778,1097.10131727
2013-07-18,0.221944444444,0.778055555556,1102.07682384
2013-07-19,0.220555555556,0.779444444444,1096.27486588
2013-07-22,0.244444444444,0.755555555556,1111.69793678
2013-07-23,0.248888888889,0.751111111111,1110.34946647
2013-07-24,0.26,0.74,1115.73846862
2013-07-25,0.259444444444,0.740555555556,1112.95285066
2013-07-26,0.258333333333,0.741666666667,1108.07645987
2013-07-29,0.371388888889,0.628611111111,1149.0032693
2013-07-30,0.372777777778,0.627222222222,1142.07420799
2013-07-31,0.331666666667,0.668333333333,1133.13278302
2013-08-01,0.3425,0.6575,1134.91748144
2013-08-02,0.347777777778,0.652222222222,1136.581556
2013-08-05,0.389444444444,0.610555555556,1142.55852667
2013-08-06,0.393333333333,0.606666666667,1140.166576
2013-08-07,0.346944444444,0.653055555556,1127.6363293
2013-08-08,0.350555555556,0.649444444444,1126.67782484
2013-08-09,0.354166666667,0.645833333333,1127.43908439
2013-08-12,0.415,0.585,1152.92052008
2013-08-13,0.457777777778,0.542222222222,1165.75879954
2013-08-14,0.421388888889,0.578611111111,1153.50267825
2013-08-15,0.423333333333,0.576666666667,1149.07380948
2013-08-16,0.468611111111,0.531388888889,1165.77037101
2013-08-19,0.538333333333,0.461666666667,1206.59152074
2013-08-20,0.543055555556,0.456944444444,1217.84500538
2013-08-21,0.545555555556,0.454444444444,1210.85954094
2013-08-22,0.497777777778,0.502222222222,1191.86405657
2013-08-23,0.5175,0.4825,1197.27922589
2013-08-26,0.633888888889,0.366111111111,1257.61658356
2013-08-27,0.59,0.41,1242.15550298
2013-08-28,0.5925,0.4075,1245.22540544
2013-08-29,0.671944444444,0.328055555556,1294.88063804
2013-08-30,0.674166666667,0.325833333333,1313.59602483
2013-09-02,0.703055555556,0.296944444444,1332.37441748
2013-09-03,0.572048155205,0.427951844795,1257.3288045
2013-09-04,0.521388888889,0.478611111111,1244.6737872
2013-09-05,0.443943712515,0.556056287485,1203.15208937
2013-09-06,0.519722222222,0.480277777778,1234.06983836
2013-09-09,0.571944444444,0.428055555556,1252.00733531
2013-09-10,0.660555555556,0.339444444444,1303.01465569
2013-09-11,0.633957334407,0.366042665593,1286.29977693
2013-09-12,0.657222222222,0.342777777778,1293.91145251
2013-09-13,0.587820941653,0.412179058347,1269.86805984
2013-09-16,0.636944444444,0.363055555556,1283.07682515
2013-09-17,0.642716813236,0.357283186764,1290.46758148
2013-09-18,0.581666666667,0.418333333333,1258.67155585
2013-09-19,0.576356691805,0.423643308195,1251.94158135
2013-09-20,0.578744125781,0.421255874219,1255.01194075
2013-09-23,0.580555555556,0.419444444444,1257.17120038
2013-09-24,0.580555555556,0.419444444444,1258.36154656
2013-09-25,0.59185727561,0.40814272439,1269.70667588
2013-09-26,0.638888888889,0.361111111111,1279.62605958
2013-09-27,0.675160479039,0.324839520961,1300.55600179
2013-09-30,0.644649752081,0.355350247919,1286.92917375
2013-10-01,0.392632560081,0.607367439919,1184.06154075
2013-10-02,0.495555555556,0.504444444444,1214.05327157
2013-10-03,0.559417165073,0.440582834927,1240.70156177
2013-10-04,0.56023338173,0.43976661827,1240.09020488
2013-10-07,0.560269699497,0.439730300503,1239.02194908
2013-10-08,0.591267680533,0.408732319467,1254.26723073
2013-10-09,0.617737989538,0.382262010462,1259.0425173
2013-10-10,0.615410039478,0.384589960522,1257.32083054
2013-10-11,0.652611479449,0.347388520551,1272.64803338
2013-10-14,0.799444444444,0.200555555556,1360.68131911
2013-10-15,0.730219630373,0.269780369627,1324.24602035
2013-10-16,0.777222222222,0.222777777778,1354.32024415
2013-10-17,0.840277777778,0.159722222222,1425.5825554
2013-10-18,0.876981043579,0.123018956421,1531.36004509
2013-10-21,0.928072661889,0.0719273381115,1676.71599433
2013-10-22,0.918978426158,0.0810215738421,1868.15654888
2013-10-23,0.714166666667,0.285833333333,1709.34784499
2013-10-24,0.625217526681,0.374782473319,1655.40407007
2013-10-25,0.554722222222,0.445277777778,1606.4611424
2013-10-28,0.685,0.315,1692.79112917
2013-10-29,0.755672577452,0.244327422548,1743.5836357
2013-10-30,0.680555555556,0.319444444444,1694.54702488
2013-10-31,0.727247295373,0.272752704627,1711.9756052
2013-11-01,0.734722222222,0.265277777778,1725.28184751
2013-11-04,0.923333333333,0.0766666666667,1871.57926865
2013-11-05,0.9329371948,0.0670628051999,1966.90120328
2013-11-06,0.931998856009,0.0680011439907,2060.35130243
2013-11-07,0.928979342811,0.0710206571887,2391.48951854
2013-11-08,0.932012622641,0.0679873773585,2716.83582079
2013-11-11,0.931209493322,0.0687905066778,2773.7432777
2013-11-12,0.930707309659,0.0692926903407,2895.12204071
2013-11-13,0.93046452436,0.0695354756404,3283.68000972
2013-11-14,0.92068596404,0.0793140359605,3273.42912186
2013-11-15,0.919115715505,0.0808842844951,3277.03440484
2013-11-18,0.932954458302,0.0670455416982,5716.83899651
2013-11-19,0.588888888889,0.411111111111,4764.13755078
2013-11-20,0.548611111111,0.451388888889,4730.23772014
2013-11-21,0.79135019616,0.20864980384,5244.71352696
2013-11-22,0.869690910893,0.130309089107,5445.22331545
2013-11-25,0.923071910581,0.0769280894192,5609.95947617
2013-11-26,0.962603784356,0.0373962156439,6482.92014255
2013-11-27,0.951260754614,0.0487392453863,7189.98782795
2013-11-28,0.961424993207,0.0385750067925,7325.96292901
2013-11-29,0.950333998762,0.0496660012382,8000.74901673
2013-12-02,0.812195578473,0.187804421527,7303.30846287
2013-12-03,0.869721376018,0.130278623982,7617.94846518
2013-12-04,0.957735869454,0.0422641305463,8091.12110366
2013-12-05,0.764181124536,0.235818875464,7266.53183265
2013-12-06,0.351722770703,0.648277229297,5949.63583108
2013-12-09,0.451017378489,0.548982621511,6131.76611524
2013-12-10,0.58204773892,0.41795226108,6475.91255255
2013-12-11,0.439191669574,0.560808330426,6059.5163954
2013-12-12,0.403415044746,0.596584955254,6001.43426726
2013-12-13,0.45846215002,0.54153784998,6099.85994111
2013-12-16,0.22495072723,0.77504927277,5569.68384571
2013-12-17,0.154862607462,0.845137392538,5494.90901075
2013-12-18,0.0204608331337,0.979539166866,5286.71312843
2013-12-19,0.126011861846,0.873988138154,5323.85638901
2013-12-20,0.0465484142279,0.953451585772,5247.99556674
2013-12-23,0.0878349312541,0.912165068746,5271.3909922
2013-12-24,0.0679844047566,0.932015595243,5264.38439052
2013-12-25,0.0708025403137,0.929197459686,5266.65074599
2013-12-26,0.1789366865,0.8210633135,5315.54935387
2013-12-27,0.179441563571,0.820558436429,5316.8150974
2013-12-30,0.208216543682,0.791783456318,5318.6273344
2013-12-31,0.237315927389,0.762684072611,5319.84752666
2014-01-01,0.25740715215,0.74259284785,5335.3223326
2014-01-02,0.287007571391,0.712992428609,5404.06622909
2014-01-03,0.314350757431,0.685649242569,5453.34424575
2014-01-06,0.448741480359,0.551258519641,5701.1070805
2014-01-07,0.291250976075,0.708749023925,5364.32929925
2014-01-08,0.352957714247,0.647042285753,5468.4676965
2014-01-09,0.35517177389,0.64482822611,5464.55281473
2014-01-10,0.367563984537,0.632436015463,5507.5796255
2014-01-13,0.337481133857,0.662518866143,5433.68124079
2014-01-14,0.336946835373,0.663053164627,5426.46500399
2014-01-15,0.361347060657,0.638652939343,5469.89571778
2014-01-16,0.326028929764,0.673971070236,5411.35248438
2014-01-17,0.317746888154,0.682253111846,5373.9807359
2014-01-20,0.372350203135,0.627649796865,5491.55104614
2014-01-21,0.376121715972,0.623878284028,5504.91657254
2014-01-22,0.37339586355,0.62660413645,5480.68651654
2014-01-23,0.369614434123,0.630385565877,5466.05111246
2014-01-24,0.341269035544,0.658730964456,5406.73616966
2014-01-27,0.367950964108,0.632049035892,5460.85338705
2014-01-28,0.35202388493,0.64797611507,5437.581791
2014-01-29,0.42047683583,0.57952316417,5422.43186969
2014-01-30,0.442739303113,0.557260696887,5460.95482458
2014-01-31,0.439048084888,0.560951915112,5454.3981868
2014-02-03,0.423731600761,0.576268399239,5436.03958205
2014-02-04,0.420286655634,0.579713344366,5423.4822742
2014-02-05,0.389604573325,0.610395426675,5368.80080351
2014-02-06,0.270277777778,0.729722222222,5192.79902848
2014-02-07,0.103333333333,0.896666666667,4965.83240228
2014-02-10,0.0233449521692,0.976655047831,4881.82248736
2014-02-11,0.0333252621679,0.966674737832,4881.0057701
2014-02-12,0.0151195220157,0.984880477984,4867.4160908
2014-02-13,0.01824197373,0.98175802627,4856.32210362
2014-02-14,0.0222037061572,0.977796293843,4851.61188545
2014-02-17,0.0198118161298,0.98018818387,4812.41587432
2014-02-18,0.0491065115591,0.950893488441,4819.73683185
2014-02-19,0.00906547377269,0.990934526227,4793.29706882
2014-02-20,0.0126075605577,0.987392439442,4768.35571739
2014-02-21,0.0192221805971,0.980777819403,4768.09888137
2014-02-24,0.215316352174,0.784683647826,4817.62666434
2014-02-25,0.0858355069889,0.914164493011,4588.90307016
2014-02-26,0.234466490604,0.765533509396,5915.16342642
2014-02-27,0.238320611702,0.761679388298,5922.96287558
2014-02-28,0.219184228942,0.780815771058,5869.45478395
2014-03-03,0.257553179411,0.742446820589,6067.09395239
2014-03-04,0.257615579136,0.742384420864,6066.31327105
2014-03-05,0.256772070549,0.743227929451,6057.92872106
2014-03-06,0.250726339146,0.749273660854,6034.16726021
2014-03-07,0.241836079735,0.758163920265,5960.57738234
2014-03-10,0.240823828045,0.759176171955,5951.78783686
2014-03-11,0.239656426282,0.760343573718,5941.77848821
2014-03-12,0.242834911959,0.757165088041,5966.9036303
2014-03-13,0.244520075159,0.755479924841,5980.0262426
2014-03-14,0.241423751286,0.758576248714,5954.26719793
2014-03-17,0.239275641534,0.760724358466,5936.35610634
2014-03-18,0.237170134547,0.762829865453,5918.9030642
2014-03-19,0.236075337698,0.763924662302,5909.59688879
2014-03-20,0.218826141251,0.781173858749,5841.56675327
2014-03-21,0.2141460718,0.7858539282,5804.54640808
2014-03-24,0.224928322843,0.775071677157,5845.10450766
2014-03-25,0.21825665894,0.78174334106,5834.22548991
2014-03-26,0.218189160717,0.781810839283,5833.22935499
2014-03-27,0.223457241825,0.776542758175,5601.98008036
2014-03-28,0.230243109351,0.769756890649,5662.20877758
2014-03-31,0.222450247396,0.777549752604,5610.4437039
2014-04-01,0.199038544465,0.800961455535,5505.1075228
2014-04-02,0.204978920296,0.795021079704,5535.9204648
2014-04-03,0.208378223621,0.791621776379,5556.85225015
2014-04-04,0.212181029009,0.787818970991,5588.81777887
2014-04-07,0.218443751065,0.781556248935,5614.57582608
2014-04-08,0.21167106724,0.78832893276,5590.30075552
2014-04-09,0.201042510203,0.798957489797,5401.98545265
2014-04-10,0.224248958137,0.775751041863,5544.57517509
2014-04-11,0.203961732134,0.796038267866,5551.51108566
2014-04-14,0.218087498317,0.781912501683,5781.00995049
2014-04-15,0.221157525316,0.778842474684,5806.20098631
2014-04-16,0.208135369148,0.791864630852,5722.60092045
2014-04-17,0.197493054495,0.802506945505,5683.4399953
2014-04-18,0.208129803391,0.791870196609,5730.78705076
2014-04-21,0.197075477377,0.802924522623,5688.04113663
2014-04-22,0.196279594879,0.803720405121,5686.63282178
2014-04-23,0.204355685371,0.795644314629,5716.34244165
2014-04-24,0.186770363523,0.813229636477,5632.6840657
2014-04-25,0.20509128297,0.79490871703,5617.45966585
2014-04-28,0.199188730531,0.800811269469,5587.87526544
2014-04-29,0.198249199089,0.801750800911,5586.64422914
2014-04-30,0.203816492091,0.796183507909,5622.67705458
2014-05-01,0.199975256758,0.800024743242,5606.57037275
2014-05-02,0.193203486135,0.806796513865,5569.43457255
2014-05-05,0.189892114231,0.810107885769,5553.57659131
2014-05-06,0.194666650354,0.805333349646,5588.61279548
2014-05-07,0.191492307765,0.808507692235,5575.34539409
2014-05-08,0.192756715775,0.807243284225,5585.84687654
2014-05-09,0.756944444444,0.243055555556,5595.15947373
2014-05-12,0.709166666667,0.290833333333,5426.20017941
2014-05-13,0.7125,0.2875,5503.43382278
2014-05-14,0.742777777778,0.257222222222,5551.58614448
2014-05-15,0.748888888889,0.251111111111,5602.43348811
2014-05-16,0.744444444444,0.255555555556,5594.61851686
2014-05-19,0.856944444444,0.143055555556,5885.82257317
2014-05-20,0.862222222222,0.137777777778,5930.21879789
2014-05-21,0.910277777778,0.0897222222222,6207.11552341
2014-05-22,0.9175,0.0825,6236.96229129
2014-05-23,0.916111111111,0.0838888888889,6263.11775658
2014-05-26,0.939722222222,0.0602777777778,6810.15259558
2014-05-27,0.938333333333,0.0616666666667,6818.4401135
2014-05-28,0.911944444444,0.0880555555556,6746.13342797
2014-05-29,0.935555555556,0.0644444444444,7268.33047581
2014-05-30,0.934166666667,0.0658333333333,7441.0767211
2014-06-02,0.932777777778,0.0672222222222,7900.64170496
2014-06-03,0.827275490434,0.172724509566,7563.2569277
2014-06-04,0.902222222222,0.0977777777778,7770.28965622
2014-06-05,0.845277777778,0.154722222222,7665.67629301
2014-06-06,0.848888888889,0.151111111111,7678.1774956
2014-06-09,0.846944444444,0.153055555556,7717.64327035
2014-06-10,0.815,0.185,7590.87202549
2014-06-11,0.700555555556,0.299444444444,7148.42081991
2014-06-12,0.746666666667,0.253333333333,7258.69702599
2014-06-13,0.676944444444,0.323055555556,7018.67535192
2014-06-16,0.690555555556,0.309444444444,7195.07193096
2014-06-17,0.686388888889,0.313611111111,7204.20294169
2014-06-18,0.680833333333,0.319166666667,7154.88511625
2014-06-19,0.659722222222,0.340277777778,7078.17498908
2014-06-20,0.671666666667,0.328333333333,7127.75912072
2014-06-23,0.650555555556,0.349444444444,7061.18790071
2014-06-24,0.628611111111,0.371388888889,6902.45079574
2014-06-25,0.641666666667,0.358333333333,7011.11981001
2014-06-26,0.655833333333,0.344166666667,7161.81029255
2014-06-27,0.651388888889,0.348611111111,7125.34938276
2014-06-30,0.772777777778,0.227222222222,7478.27268486
2014-07-01,0.770555555556,0.229444444444,7500.96084497
2014-07-02,0.747777777778,0.252222222222,7431.81753821
2014-07-03,0.705555555556,0.294444444444,7308.70071131
2014-07-04,0.702222222222,0.297777777778,7300.39239619
2014-07-07,0.679166666667,0.320833333333,7237.22189319
2014-07-08,0.695555555556,0.304444444444,7298.37278572
2014-07-09,0.691111111111,0.308888888889,7260.76711803
2014-07-10,0.715277777778,0.284722222222,7378.23089455
2014-07-11,0.730555555556,0.269444444444,7403.03537187
2014-07-14,0.682777777778,0.317222222222,7263.77222316
2014-07-15,0.66,0.34,7225.04467417
2014-07-16,0.693055555556,0.306944444444,7315.99697553
2014-07-17,0.698611111111,0.301388888889,7323.12176288
2014-07-18,0.69,0.31,7319.49185142
2014-07-21,0.672222222222,0.327777777778,7282.92916984
2014-07-22,0.669722222222,0.330277777778,7276.29088722
2014-07-23,0.612777777778,0.387222222222,7120.20868075
2014-07-24,0.608611111111,0.391388888889,7110.22561245
2014-07-25,0.569166666667,0.430833333333,7077.26200119
2014-07-28,0.547777777778,0.452222222222,7007.87879774
2014-07-29,0.5075,0.4925,6868.96956552
2014-07-30,0.548611111111,0.451388888889,7022.15816339
2014-07-31,0.591111111111,0.408888888889,7082.12835551
2014-08-01,0.543333333333,0.456666666667,7032.13241214
2014-08-04,0.530555555556,0.469444444444,7012.85745721
2014-08-05,0.535,0.465,7019.18393758
2014-08-06,0.533333333333,0.466666666667,7038.43546905
2014-08-07,0.540833333333,0.459166666667,7057.66153924
2014-08-08,0.525,0.475,7016.92576286
2014-08-11,0.485277777778,0.514722222222,6879.89813373
2014-08-12,0.416111111111,0.583888888889,6728.77487654
2014-08-13,0.404444444444,0.595555555556,6536.04778995
2014-08-14,0.378611111111,0.621388888889,6492.03650391
2014-08-15,0.432777777778,0.567222222222,6618.03672203
2014-08-18,0.369722222222,0.630277777778,6415.03263047
2014-08-19,0.425555555556,0.574444444444,6569.29457052
2014-08-20,0.423888888889,0.576111111111,6575.54051997
2014-08-21,0.418611111111,0.581388888889,6565.58042242
2014-08-22,0.363333333333,0.636666666667,6466.8770702
2014-08-25,0.410277777778,0.589722222222,6536.60943166
2014-08-26,0.409166666667,0.590833333333,6550.54839184
2014-08-27,0.403055555556,0.596944444444,6527.19076578
2014-08-28,0.400277777778,0.599722222222,6536.46650149
2014-08-29,0.371111111111,0.628888888889,6502.43557864
2014-09-01,0.330277777778,0.669722222222,6373.20074964
2014-09-02,0.326388888889,0.673611111111,6377.97920661
2014-09-03,0.334444444444,0.665555555556,6425.42472624
2014-09-04,0.320555555556,0.679444444444,6393.16378503
2014-09-05,0.316666666667,0.683333333333,6396.58394695
2014-09-08,0.310555555556,0.689444444444,6356.54828225
2014-09-09,0.309166666667,0.690833333333,6376.45588412
2014-09-10,0.305833333333,0.694166666667,6371.44751265
2014-09-11,0.301388888889,0.698611111111,6368.30024052
2014-09-12,0.298333333333,0.701666666667,6370.0266122
2014-09-15,0.292777777778,0.707222222222,6324.63342146
2014-09-16,0.286666666667,0.713333333333,6302.13336557
2014-09-17,0.246388888889,0.753611111111,6157.53163862
2014-09-18,0.225277777778,0.774722222222,6062.33178952
2014-09-19,0.253473626687,0.746526373313,6109.66212091
2014-09-22,0.319527453536,0.680472546464,6204.31498502
2014-09-23,0.280215824163,0.719784175837,6144.50705226
2014-09-24,0.246666666667,0.753333333333,6097.51897919
2014-09-25,0.219166666667,0.780833333333,6068.66255574
2014-09-26,0.208055555556,0.791944444444,6050.66651351
2014-09-29,0.201388888889,0.798611111111,6016.40959488
2014-09-30,0.197777777778,0.802222222222,5999.75561773
2014-10-01,0.182777777778,0.817222222222,5975.74786292
2014-10-02,0.175277777778,0.824722222222,5941.67830255
2014-10-03,0.155277777778,0.844722222222,5860.97057812
2014-10-06,0.151666666667,0.848333333333,5850.98447142
2014-10-07,0.210328100638,0.789671899362,5901.81166667
2014-10-08,0.227583623749,0.772416376251,5937.18355185
2014-10-09,0.227655405994,0.772344594006,5940.17483945
2014-10-10,0.224874539704,0.775125460296,5938.31272335
2014-10-13,0.310742334198,0.689257665802,6070.13695575
2014-10-14,0.301992311654,0.698007688346,6051.38884187
2014-10-15,0.261666666667,0.738333333333,5988.70469477
2014-10-16,0.261388888889,0.738611111111,5991.62680637
2014-10-17,0.299444444444,0.700555555556,6034.04237311
2014-10-20,0.263888888889,0.736111111111,5994.23858988
2014-10-21,0.257777777778,0.742222222222,5980.03733559
2014-10-22,0.200605661877,0.799394338123,5885.31936536
2014-10-23,0.199171650778,0.800828349222,5883.04959106
2014-10-24,0.182547266786,0.817452733214,5855.24667056
2014-10-27,0.186677696107,0.813322303893,5865.60418775
2014-10-28,0.188118302582,0.811881697418,5868.6260982
2014-10-29,0.120728465599,0.879271534401,5817.78989607
2014-10-30,0.166798905174,0.833201094826,5837.70350834
2014-10-31,0.128165900404,0.871834099596,5817.54900543
2014-11-03,0.0983029954808,0.901697004519,5787.17557638
2014-11-04,0.105495005314,0.894504994686,5793.63103497
2014-11-05,0.154213207981,0.845786792019,5811.82953452
2014-11-06,0.182266246994,0.817733753006,5837.16087305
2014-11-07,0.164266388293,0.835733611707,5819.23101117
2014-11-10,0.228151429255,0.771848570745,5889.28972449
2014-11-11,0.223611111111,0.776388888889,5882.91486069
2014-11-12,0.390235605435,0.609764394565,6121.10318783
2014-11-13,0.385491150394,0.614508849606,6102.76667597
2014-11-14,0.294444444444,0.705555555556,5925.23921831
2014-11-17,0.246944444444,0.753055555556,5872.65683148
2014-11-18,0.240245898145,0.759754101855,5851.76245418
2014-11-19,0.241618539458,0.758381460542,5860.17590021
2014-11-20,0.18488377368,0.81511622632,5770.07460921
2014-11-21,0.167958581338,0.832041418662,5753.39532574
2014-11-24,0.227500309945,0.772499690055,5827.22274609
2014-11-25,0.226257644786,0.773742355214,5818.75310934
2014-11-26,0.196783723125,0.803216276875,5779.71900201
2014-11-27,0.200258738184,0.799741261816,5790.52957519
2014-11-28,0.225300247478,0.774699752522,5817.8249433
2014-12-01,0.225143174712,0.774856825288,5821.35839975
2014-12-02,0.225978207958,0.774021792042,5828.38462577
2014-12-03,0.223746019207,0.776253980793,5815.64476772
2014-12-04,0.201502508721,0.798497491279,5790.84687058
2014-12-05,0.228638206869,0.771361793131,5815.14968295
2014-12-08,0.190555555556,0.809444444444,5770.13226647
2014-12-09,0.162252107252,0.837747892748,5731.42460517
2014-12-10,0.150454588085,0.849545411915,5720.0863513
2014-12-11,0.150561539912,0.849438460088,5719.44091487
2014-12-12,0.165848113453,0.834151886547,5733.4572626
2014-12-15,0.14702352823,0.85297647177,5711.67150012
2014-12-16,0.0834692226336,0.916530777366,5674.17228404
2014-12-17,0.0450916730221,0.954908326978,5659.13425903
2014-12-18,0.0348636084065,0.965136391593,5651.31455432
2014-12-19,0.08842582113,0.91157417887,5655.44169704
2014-12-22,0.137685850756,0.862314149244,5675.47423826
2014-12-23,0.157022914151,0.842977085849,5685.68895075
2014-12-24,0.0880662145942,0.911933785406,5650.74280815
2014-12-25,0.0824100432194,0.917589956781,5645.4249926
2014-12-26,0.147055643582,0.852944356418,5660.75311925
2014-12-29,0.0609245101091,0.939075489891,5619.83641565
2014-12-30,0.0480780629399,0.95192193706,5616.59140237
2014-12-31,0.0877029254529,0.912297074547,5622.20444624
2015-01-01,0.0677493290943,0.932250670906,5616.79907904
2015-01-02,0.073093783472,0.926906216528,5617.12644312
2015-01-05,0.0365595882477,0.963440411752,5564.23044169
2015-01-06,0.0823643697703,0.91763563023,5569.23068569
2015-01-07,0.142790139013,0.857209860987,5583.32393671
2015-01-08,0.0789153432643,0.921084656736,5558.98096103
2015-01-09,0.116352904427,0.883647095573,5566.77350304
2015-01-12,0.0370516366036,0.962948363396,5524.03960954
2015-01-13,0.0462814453251,0.953718554675,5487.35933347
2015-01-14,0.0302355248709,0.969764475129,5422.61521643
2015-01-15,0.238270949448,0.761729050552,5465.04249634
2015-01-16,0.238377136864,0.761622863136,5447.26140665
2015-01-19,0.276367498912,0.723632501088,5503.09687302
2015-01-20,0.253412307199,0.746587692801,5465.41769808
2015-01-21,0.341493979789,0.658506020211,5580.52920912
2015-01-22,0.371944444444,0.628055555556,5618.0742155
2015-01-23,0.363531376454,0.636468623546,5613.22635583
2015-01-26,0.577222222222,0.422777777778,5936.50626307
2015-01-27,0.543696591313,0.456303408687,5860.9378101
2015-01-28,0.350369892116,0.649630107884,5530.97540601
2015-01-29,0.348304368142,0.651695631858,5513.08705802
2015-01-30,0.341304711032,0.658695288968,5495.38896188
2015-02-02,0.384155791089,0.615844208911,5551.78438988
2015-02-03,0.315323423815,0.684676576185,5448.91284404
2015-02-04,0.314686686828,0.685313313172,5442.64020236
2015-02-05,0.256138754983,0.743861245017,5366.0647084
2015-02-06,0.293725431154,0.706274568846,5406.60246929
2015-02-09,0.286944444444,0.713055555556,5387.89428613
2015-02-10,0.282827584592,0.717172415408,5383.15556017
2015-02-11,0.282834753328,0.717165246672,5377.32521763
2015-02-12,0.300870577607,0.699129422393,5397.73293194
2015-02-13,0.397816616483,0.602183383517,5502.12587696
2015-02-16,0.407471906051,0.592528093949,5498.86472802
2015-02-17,0.463747841722,0.536252158278,5568.35045679
2015-02-18,0.415646233279,0.584353766721,5482.96285253
2015-02-19,0.482319516872,0.517680483128,5547.42044452
2015-02-20,0.551972041614,0.448027958386,5575.43328171
2015-02-23,0.550555555556,0.449444444444,5503.64485452
2015-02-24,0.533097426447,0.466902573553,5504.33992302
2015-02-25,0.52473183797,0.47526816203,5485.10392648
2015-02-26,0.521907434398,0.478092565602,5475.38018111
2015-02-27,0.681775591532,0.318224408468,5678.47909796
2015-03-02,0.81581373718,0.18418626282,5986.89629274
2015-03-03,0.842386369382,0.157613630618,6109.73085359
2015-03-04,0.737777777778,0.262222222222,5948.40797897
2015-03-05,0.755167908516,0.244832091484,6001.64996498
2015-03-06,0.740574228087,0.259425771913,5957.52898039
2015-03-09,0.873346245159,0.126653754841,6238.71595221
2015-03-10,0.8775,0.1225,6264.03286929
2015-03-11,0.871476277047,0.128523722953,6343.73716762
2015-03-12,0.859820536199,0.140179463801,6310.86861985
2015-03-13,0.783611111111,0.216388888889,6187.32771133
2015-03-16,0.830788533377,0.169211466623,6240.78724803
2015-03-17,0.774444444444,0.225555555556,6150.31278096
2015-03-18,0.464444444444,0.535555555556,5655.04455636
2015-03-19,0.473720994141,0.526279005859,5706.41075722
2015-03-20,0.474549525645,0.525450474355,5715.21665675
2015-03-23,0.515833333333,0.484166666667,5752.91086588
2015-03-24,0.365,0.635,5541.89398431
2015-03-25,0.363133769185,0.636866230815,5539.0073401
2015-03-26,0.363511721564,0.636488278436,5552.46532475
2015-03-27,0.362233564436,0.637766435564,5545.86777828
2015-03-30,0.353471603098,0.646528396902,5520.93591017
2015-03-31,0.358821966469,0.641178033531,5537.60385314
2015-04-01,0.404444444444,0.595555555556,5588.48529909
2015-04-02,0.406249594374,0.593750405626,5605.30700436
2015-04-03,0.401400696385,0.598599303615,5591.04187379
2015-04-06,0.401413500538,0.598586499462,5591.7511372
2015-04-07,0.340069450562,0.659930549438,5516.62233122
2015-04-08,0.301111111111,0.698888888889,5506.61673762
2015-04-09,0.251388888889,0.748611111111,5447.61523034
2015-04-10,0.250555555556,0.749444444444,5457.80080418
2015-04-13,0.165,0.835,5350.109134
2015-04-14,0.214166666667,0.785833333333,5369.78348535
2015-04-15,0.214166666667,0.785833333333,5395.58348379
2015-04-16,0.212612971256,0.787387028744,5368.23699131
2015-04-17,0.212719735932,0.787280264068,5372.12904722
2015-04-20,0.265833333333,0.734166666667,5424.74982619
2015-04-21,0.266388888889,0.733611111111,5425.05276274
2015-04-22,0.269166666667,0.730833333333,5435.05172356
2015-04-23,0.266944444444,0.733055555556,5408.25129207
2015-04-24,0.22551622249,0.77448377751,5376.92436459
